V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,binaryClass
208.0,1970.0,?,?,7,17,1.65259e+17,1.95989e+17,2e+17,?,2.37e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.35304e+17,3.58119e+17,3.76133e+17,3.94148e+17,40.0,2.0,?,0
224.0,1986.0,449.0,36.0,5,32,1.76664e+17,1.95989e+17,2.02e+17,2.27e+17,2.39e+17,2.56242e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.34374e+17,3.44177e+17,3.76133e+17,3.84428e+17,87.0,27.0,?,0
358.0,1980.0,148.0,6.0,5,15,1.73777e+17,1.95989e+17,2e+17,2.3e+17,2.39e+17,2.57651e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.36132e+17,3.44177e+17,3.66413e+17,3.84428e+17,132.0,78.0,?,1
238.0,1986.0,?,?,14,20,1.68354e+17,1.95989e+17,2.1e+17,?,2.44e+17,2.68774e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.28562e+17,3.48399e+17,3.76133e+17,3.94148e+17,6.0,2.0,?,1
388.0,1970.0,87.0,4.0,4,8,1.64732e+17,1.95989e+17,2.02e+17,2.33e+17,2.44e+17,2.69501e+17,2.75201e+17,2.94356e+17,3.22817e+17,3.36244e+17,3.58119e+17,3.66413e+17,3.84428e+17,165.0,165.0,?,1
101.0,1980.0,35.0,1.0,6,14,1.65998e+17,1.95989e+17,2.12e+17,2.22e+17,2.45e+17,2.61992e+17,2.73398e+17,2.94356e+17,3.22817e+17,3.33186e+17,3.48399e+17,3.76133e+17,3.94148e+17,388.0,338.0,3.99e+17,1
315.0,1986.0,311.0,2.0,1,13,1.68848e+17,1.95989e+17,2.06e+17,2.3e+17,2.45e+17,2.63641e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.36667e+17,3.48399e+17,3.76133e+17,3.84428e+17,178.0,293.0,?,1
91.0,1980.0,72.0,2.0,1,6,1.70227e+17,1.95989e+17,1.99e+17,2.21e+17,2.4e+17,2.60626e+17,2.76646e+17,2.94356e+17,3.22817e+17,3.40589e+17,3.58119e+17,3.76133e+17,3.94148e+17,354.0,3.0,?,1
228.0,1986.0,?,?,2,7,1.77558e+17,1.95989e+17,2.12e+17,?,2.38e+17,2.68774e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.28338e+17,3.58119e+17,3.76133e+17,3.84428e+17,1.0,56.0,?,1
97.0,?,?,?,15,42,1.68025e+17,1.95989e+17,?,?,?,2.68774e+17,2.87904e+17,2.97527e+17,3.22817e+17,3.34386e+17,3.58119e+17,3.76133e+17,3.94148e+17,323.0,213.0,?,1
98.0,1986.0,65.0,1.0,3,25,1.67626e+17,1.95989e+17,2.05e+17,2.29e+17,2.45e+17,2.57458e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.36212e+17,3.44177e+17,3.66413e+17,3.84428e+17,396.0,11.0,?,1
193.0,1986.0,978.0,146.0,0,10,1.78256e+17,1.95989e+17,2.16e+17,2.16e+17,2.46e+17,2.57908e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.31261e+17,3.48399e+17,3.76133e+17,3.94148e+17,44.0,9.0,?,0
299.0,1970.0,92.0,2.0,5,12,1.72195e+17,1.95989e+17,2.01e+17,2.23e+17,2.38e+17,2.56185e+17,2.75201e+17,2.94356e+17,3.22817e+17,3.27738e+17,3.48399e+17,3.66413e+17,3.84428e+17,183.0,291.0,?,1
74.0,1980.0,40.0,?,3,4,1.75888e+17,1.95989e+17,2.12e+17,2.17e+17,2.44e+17,2.54662e+17,2.76646e+17,2.94356e+17,3.22817e+17,3.26111e+17,3.58119e+17,3.76133e+17,3.94148e+17,332.0,169.0,?,1
63.0,1980.0,39.0,2.0,11,12,1.65052e+17,1.95989e+17,2.04e+17,2.26e+17,2.41e+17,2.53693e+17,2.73398e+17,2.94356e+17,3.22817e+17,3.27738e+17,3.48399e+17,3.66413e+17,3.84428e+17,394.0,290.0,?,1
246.0,1970.0,?,?,9,13,1.70273e+17,1.95989e+17,2.07e+17,?,2.41e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.30482e+17,3.48399e+17,3.66413e+17,3.84428e+17,2.0,515.0,?,1
262.0,1986.0,381.0,41.0,1,8,1.68617e+17,1.95989e+17,2.12e+17,2.24e+17,2.44e+17,2.67213e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.33402e+17,3.48399e+17,3.66413e+17,3.84428e+17,83.0,285.0,?,1
289.0,1980.0,2151.0,146.0,5,31,1.70556e+17,1.95989e+17,1.99e+17,2.21e+17,2.41e+17,2.60463e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.27574e+17,3.48399e+17,3.66413e+17,3.84428e+17,57.0,267.0,?,1
351.0,1986.0,277.0,5.0,2,20,1.66977e+17,1.95989e+17,2.11e+17,2.21e+17,2.41e+17,2.69554e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.28562e+17,3.48399e+17,3.76133e+17,3.94148e+17,217.0,2.0,?,1
110.0,1980.0,39.0,?,26,45,1.63626e+17,1.95989e+17,2.1e+17,2.19e+17,2.38e+17,2.60077e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.34386e+17,3.58119e+17,3.76133e+17,3.94148e+17,371.0,207.0,?,1
255.0,1983.0,161.0,58.0,0,30,1.69184e+17,1.95989e+17,2.1e+17,2.29e+17,2.46e+17,2.57458e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.40707e+17,3.58119e+17,3.76133e+17,3.84428e+17,81.0,8.0,4.03e+17,1
101.0,1980.0,19.0,2.0,2,11,1.66611e+17,1.95989e+17,2.14e+17,2.31e+17,2.45e+17,2.55914e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.31229e+17,3.58119e+17,3.66413e+17,3.84428e+17,353.0,22.0,?,1
223.0,1986.0,553.0,137.0,1,30,1.76575e+17,1.95989e+17,2.12e+17,2.26e+17,2.45e+17,2.57766e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.24482e+17,3.58119e+17,3.66413e+17,3.84428e+17,61.0,105.0,?,1
86.0,1970.0,6.0,1.0,0,10,1.67172e+17,1.95989e+17,2e+17,2.21e+17,2.46e+17,2.58652e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.33186e+17,3.48399e+17,3.76133e+17,3.94148e+17,393.0,338.0,3.99e+17,1
242.0,1983.0,731.0,137.0,5,17,1.7877e+17,1.95989e+17,2.13e+17,2.31e+17,2.38e+17,2.57527e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.33328e+17,3.48399e+17,3.76133e+17,3.94148e+17,68.0,551.0,?,1
205.0,1970.0,2714.0,136.0,0,5,1.68921e+17,1.95989e+17,2.01e+17,2.31e+17,2.41e+17,2.61099e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.36115e+17,3.58119e+17,3.76133e+17,3.94148e+17,48.0,153.0,?,1
351.0,1986.0,308.0,5.0,0,6,1.66977e+17,1.95989e+17,2.11e+17,2.21e+17,2.41e+17,2.69554e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.38007e+17,3.48399e+17,3.76133e+17,3.84428e+17,218.0,172.0,?,1
241.0,1970.0,?,?,6,10,1.62944e+17,1.95989e+17,2.09e+17,?,2.46e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.34976e+17,3.48399e+17,3.76133e+17,3.94148e+17,1.0,260.0,?,1
276.0,1980.0,82.0,3.0,5,12,1.7593e+17,1.95989e+17,2.14e+17,2.25e+17,2.39e+17,2.64514e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.38396e+17,3.44177e+17,3.76133e+17,3.84428e+17,196.0,73.0,?,1
380.0,1970.0,42.0,4.0,4,7,1.62766e+17,1.95989e+17,1.99e+17,2.28e+17,2.4e+17,2.57949e+17,2.75201e+17,2.94356e+17,3.22817e+17,3.31901e+17,3.44177e+17,3.76133e+17,3.94148e+17,156.0,36.0,?,1
86.0,1970.0,9.0,1.0,2,7,1.67172e+17,1.95989e+17,2e+17,2.21e+17,2.46e+17,2.58652e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.41509e+17,3.58119e+17,3.66413e+17,3.84428e+17,394.0,24.0,?,1
258.0,1970.0,1836.0,101.0,1,9,1.64777e+17,1.95989e+17,2.05e+17,2.31e+17,2.43e+17,2.65127e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.40367e+17,3.58846e+17,3.76861e+17,3.94875e+17,47.0,?,?,0
235.0,1970.0,2990.0,364.0,1,8,1.6263e+17,1.95989e+17,2.05e+17,2.23e+17,2.45e+17,2.62797e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.32609e+17,3.44177e+17,3.66413e+17,3.84428e+17,49.0,49.0,?,1
236.0,1983.0,?,?,2,9,1.70784e+17,1.95989e+17,2.04e+17,?,2.46e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.3294e+17,3.48399e+17,3.76133e+17,3.84428e+17,1.0,205.0,?,1
103.0,1970.0,85.0,2.0,6,13,1.74877e+17,1.95989e+17,2.08e+17,2.25e+17,2.4e+17,2.53317e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.31327e+17,3.58846e+17,3.76861e+17,3.94875e+17,335.0,?,?,1
256.0,1983.0,?,?,1,5,1.72607e+17,1.95989e+17,2.12e+17,?,2.38e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.36432e+17,3.48399e+17,3.76133e+17,3.84428e+17,1.0,111.0,?,1
257.0,1970.0,?,?,10,17,1.70376e+17,1.95989e+17,1.99e+17,?,2.37e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.34685e+17,3.58119e+17,3.76133e+17,3.84428e+17,2.0,173.0,?,1
96.0,1980.0,10.0,?,6,12,1.67227e+17,1.95989e+17,2.02e+17,2.31e+17,2.37e+17,2.54683e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.34948e+17,3.44177e+17,3.76133e+17,3.94148e+17,394.0,65.0,?,1
237.0,1980.0,980.0,87.0,0,31,1.64845e+17,1.95989e+17,2e+17,2.22e+17,2.44e+17,2.56814e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.37881e+17,3.58846e+17,3.76861e+17,3.94875e+17,62.0,?,?,0
240.0,1970.0,?,?,2,8,1.79583e+17,1.95989e+17,2.08e+17,?,2.46e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.34411e+17,3.58119e+17,3.76133e+17,3.84428e+17,17.0,5.0,?,0
243.0,1970.0,?,?,0,7,1.71653e+17,1.95989e+17,2.12e+17,?,2.38e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.29452e+17,3.44177e+17,3.66413e+17,3.84428e+17,4.0,35.0,?,0
293.0,1983.0,?,?,1,17,1.673e+17,1.95989e+17,2.12e+17,?,2.46e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.2753e+17,3.58119e+17,3.76133e+17,3.84428e+17,39.0,73.0,?,1
235.0,1970.0,3011.0,364.0,9,13,1.6263e+17,1.95989e+17,2.05e+17,2.23e+17,2.45e+17,2.62797e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.2508e+17,3.58119e+17,3.66413e+17,3.84428e+17,52.0,1.0,?,1
82.0,1980.0,13.0,?,1,6,1.63832e+17,1.95989e+17,2.08e+17,2.21e+17,2.4e+17,2.55914e+17,2.76646e+17,2.94356e+17,3.22817e+17,3.39248e+17,3.58119e+17,3.66413e+17,3.84428e+17,358.0,88.0,?,1
284.0,1980.0,9.0,1.0,1,4,1.79762e+17,1.95989e+17,2.08e+17,2.31e+17,2.4e+17,2.53381e+17,2.76646e+17,2.94356e+17,3.22817e+17,3.34676e+17,3.44177e+17,3.76133e+17,3.94148e+17,273.0,58.0,?,1
152.0,1970.0,14.0,2.0,0,44,1.69343e+17,1.95989e+17,2.04e+17,2.34e+17,2.4e+17,2.61345e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.3808e+17,3.48399e+17,3.76133e+17,3.94148e+17,300.0,298.0,?,1
239.0,?,?,?,1,10,1.72966e+17,1.95989e+17,2.02e+17,?,2.38e+17,2.68774e+17,2.87904e+17,2.97527e+17,3.22817e+17,3.35602e+17,3.48399e+17,3.76133e+17,3.84428e+17,1.0,438.0,?,1
232.0,1980.0,70.0,10.0,8,12,1.64037e+17,1.95989e+17,2.14e+17,2.27e+17,2.37e+17,2.6127e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.37685e+17,3.48399e+17,3.66413e+17,3.84428e+17,169.0,86.0,?,0
502.0,1980.0,38.0,9.0,0,3,1.73164e+17,1.95989e+17,2.03e+17,2.34e+17,2.4e+17,2.64876e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.40299e+17,3.58119e+17,3.76133e+17,3.94148e+17,125.0,25.0,?,1
299.0,1970.0,155.0,2.0,5,39,1.72195e+17,1.95989e+17,2.01e+17,2.23e+17,2.38e+17,2.56185e+17,2.75201e+17,2.94356e+17,3.22817e+17,3.38075e+17,3.48399e+17,3.76133e+17,3.84428e+17,188.0,304.0,3.97e+17,0
148.0,1980.0,11.0,?,8,12,1.73151e+17,1.95989e+17,2e+17,2.17e+17,2.37e+17,2.57527e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.27738e+17,3.48399e+17,3.66413e+17,3.84428e+17,309.0,292.0,?,0
304.0,1980.0,?,?,0,12,1.6872e+17,1.95989e+17,2.07e+17,?,2.46e+17,2.68774e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.3572e+17,3.48399e+17,3.66413e+17,3.84428e+17,1.0,333.0,?,1
285.0,1980.0,91.0,43.0,1,3,1.76415e+17,1.95989e+17,2.16e+17,2.26e+17,2.46e+17,2.60556e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.40728e+17,3.58119e+17,3.76133e+17,3.84428e+17,84.0,278.0,?,1
409.0,1980.0,44.0,1.0,1,8,1.64805e+17,1.95989e+17,2.04e+17,2.31e+17,2.46e+17,2.52414e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.39441e+17,3.48399e+17,3.66413e+17,3.84428e+17,136.0,560.0,?,1
172.0,1980.0,17.0,?,7,9,1.7978e+17,1.95989e+17,2.04e+17,2.31e+17,2.44e+17,2.69594e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.39181e+17,3.58119e+17,3.76133e+17,3.84428e+17,283.0,50.0,?,0
235.0,1980.0,1274.0,140.0,1,15,1.77067e+17,1.95989e+17,2.07e+17,2.23e+17,2.37e+17,2.57132e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.35019e+17,3.58119e+17,3.76133e+17,3.94148e+17,43.0,21.0,?,1
222.0,1970.0,130.0,8.0,2,18,1.79852e+17,1.95989e+17,2.02e+17,2.23e+17,2.44e+17,2.6853e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.26217e+17,3.58119e+17,3.76133e+17,3.94148e+17,115.0,49.0,?,1
272.0,1983.0,?,?,9,14,1.76427e+17,1.95989e+17,2.04e+17,?,2.44e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.27176e+17,3.58119e+17,3.76133e+17,3.94148e+17,13.0,113.0,?,1
83.0,1986.0,121.0,?,8,23,1.75617e+17,1.95989e+17,2.06e+17,2.17e+17,2.35e+17,2.66791e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.3365e+17,3.58119e+17,3.76133e+17,3.94148e+17,382.0,119.0,?,1
257.0,?,830.0,71.0,2,9,1.67797e+17,1.95989e+17,2.06e+17,2.19e+17,2.44e+17,2.67481e+17,2.87711e+17,2.97527e+17,3.22817e+17,3.37727e+17,3.58119e+17,3.66413e+17,3.84428e+17,71.0,31.0,?,1
243.0,1970.0,?,?,1,11,1.71653e+17,1.95989e+17,2.12e+17,?,2.38e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.3411e+17,3.58119e+17,3.66413e+17,3.84428e+17,10.0,46.0,?,0
272.0,1983.0,?,?,6,9,1.76427e+17,1.95989e+17,2.04e+17,?,2.44e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.38193e+17,3.44177e+17,3.66413e+17,3.84428e+17,13.0,47.0,?,1
77.0,1980.0,10.0,1.0,10,11,1.65311e+17,1.95989e+17,2.07e+17,2.19e+17,2.45e+17,2.54637e+17,2.73398e+17,2.94356e+17,3.22817e+17,3.34948e+17,3.44177e+17,3.76133e+17,3.94148e+17,403.0,64.0,?,1
130.0,1980.0,12.0,1.0,2,11,1.70255e+17,1.95989e+17,2.01e+17,2.16e+17,2.44e+17,2.69862e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.31327e+17,3.44177e+17,3.66413e+17,3.84428e+17,402.0,1.0,4.08e+17,1
194.0,1983.0,?,?,5,12,1.75581e+17,1.95989e+17,2.14e+17,?,2.44e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.31679e+17,3.44177e+17,3.66413e+17,3.84428e+17,17.0,48.0,?,1
256.0,1983.0,?,?,9,11,1.72607e+17,1.95989e+17,2.12e+17,?,2.38e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.38532e+17,3.48399e+17,3.66413e+17,3.84428e+17,3.0,6.0,?,1
266.0,1986.0,657.0,118.0,1,8,1.71949e+17,1.95989e+17,2.07e+17,2.33e+17,2.46e+17,2.62762e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.36504e+17,3.48399e+17,3.66413e+17,3.84428e+17,40.0,37.0,?,1
344.0,1980.0,3920.0,203.0,7,8,1.7683e+17,1.95989e+17,2.04e+17,2.21e+17,2.41e+17,2.66928e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.29528e+17,3.58119e+17,3.66413e+17,3.84428e+17,59.0,1.0,?,1
154.0,1970.0,30.0,4.0,0,4,1.75114e+17,1.95989e+17,2.06e+17,2.32e+17,2.44e+17,2.57537e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.40299e+17,3.58119e+17,3.76133e+17,3.94148e+17,147.0,25.0,?,1
103.0,1970.0,85.0,2.0,2,23,1.74877e+17,1.95989e+17,2.08e+17,2.25e+17,2.4e+17,2.53317e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.31849e+17,3.48399e+17,3.66413e+17,3.84428e+17,335.0,3.0,?,1
82.0,1986.0,38.0,2.0,21,38,1.62352e+17,1.95989e+17,1.99e+17,2.23e+17,2.43e+17,2.66457e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.34386e+17,3.58119e+17,3.76133e+17,3.94148e+17,361.0,210.0,?,1
268.0,1986.0,117.0,35.0,1,17,1.75825e+17,1.95989e+17,2e+17,2.22e+17,2.4e+17,2.682e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.30771e+17,3.58119e+17,3.66413e+17,3.84428e+17,88.0,60.0,?,1
182.0,1970.0,16.0,1.0,18,40,1.64162e+17,1.95989e+17,2.02e+17,2.2e+17,2.38e+17,2.63421e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.40728e+17,3.58119e+17,3.76133e+17,3.84428e+17,304.0,283.0,?,1
74.0,1980.0,51.0,?,23,24,1.75888e+17,1.95989e+17,2.12e+17,2.17e+17,2.44e+17,2.54662e+17,2.76646e+17,2.94356e+17,3.22817e+17,3.32203e+17,3.48399e+17,3.76133e+17,3.94148e+17,333.0,194.0,?,1
197.0,1980.0,?,?,1,8,1.79728e+17,1.95989e+17,2.04e+17,?,2.41e+17,2.68774e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.26e+17,3.58119e+17,3.76133e+17,3.84428e+17,9.0,105.0,?,1
243.0,1970.0,2253.0,148.0,7,17,1.77984e+17,1.95989e+17,2.12e+17,2.17e+17,2.46e+17,2.57819e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.3478e+17,3.58119e+17,3.66413e+17,3.84428e+17,54.0,247.0,?,1
76.0,1980.0,7.0,1.0,4,12,1.74646e+17,1.95989e+17,2.08e+17,2.23e+17,2.45e+17,2.57844e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.41509e+17,3.58119e+17,3.66413e+17,3.84428e+17,388.0,18.0,?,1
198.0,1983.0,574.0,103.0,2,5,1.75388e+17,1.95989e+17,2.03e+17,2.29e+17,2.44e+17,2.53842e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.26258e+17,3.58119e+17,3.76133e+17,3.84428e+17,64.0,28.0,?,1
197.0,1986.0,41.0,5.0,13,22,1.7074e+17,1.95989e+17,2.13e+17,2.22e+17,2.46e+17,2.65056e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.31494e+17,3.58119e+17,3.66413e+17,3.84428e+17,123.0,38.0,?,1
94.0,1970.0,10.0,?,17,42,1.63287e+17,1.95989e+17,2.09e+17,2.17e+17,2.46e+17,2.67962e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.26905e+17,3.44177e+17,3.76133e+17,3.94148e+17,325.0,18.0,?,1
374.0,?,?,?,0,9,1.74747e+17,1.87389e+17,?,?,?,2.68774e+17,2.87904e+17,2.97527e+17,3.22817e+17,3.35215e+17,3.58119e+17,3.76133e+17,3.94148e+17,45.0,137.0,?,0
243.0,1980.0,?,?,12,30,1.78936e+17,1.95989e+17,2.16e+17,?,2.45e+17,2.68774e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.33186e+17,3.48399e+17,3.76133e+17,3.94148e+17,14.0,335.0,4.06e+17,1
286.0,1986.0,289.0,26.0,9,14,1.66804e+17,1.95989e+17,2.14e+17,2.34e+17,2.44e+17,2.53848e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.33874e+17,3.48399e+17,3.76133e+17,3.94148e+17,103.0,300.0,?,1
262.0,1986.0,393.0,41.0,2,30,1.68617e+17,1.95989e+17,2.12e+17,2.24e+17,2.44e+17,2.67213e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.38075e+17,3.48399e+17,3.76133e+17,3.84428e+17,87.0,301.0,?,0
212.0,1986.0,?,?,0,4,1.6896e+17,1.95989e+17,2.02e+17,?,2.38e+17,2.68774e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.32298e+17,3.48399e+17,3.66413e+17,3.84428e+17,23.0,16.0,?,1
110.0,1980.0,14.0,?,16,24,1.8e+17,1.95989e+17,2e+17,2.26e+17,2.4e+17,2.68963e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.33938e+17,3.58846e+17,3.76861e+17,3.94875e+17,377.0,?,?,0
288.0,1980.0,23.0,4.0,14,29,1.62377e+17,1.95989e+17,2.01e+17,2.24e+17,2.51e+17,2.61798e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.40728e+17,3.58119e+17,3.76133e+17,3.84428e+17,126.0,281.0,?,1
223.0,1986.0,553.0,137.0,5,23,1.76575e+17,1.95989e+17,2.12e+17,2.26e+17,2.45e+17,2.57766e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.36912e+17,3.44177e+17,3.76133e+17,3.94148e+17,62.0,96.0,?,1
231.0,1980.0,1320.0,159.0,0,8,1.62603e+17,1.95989e+17,2.12e+17,2.2e+17,2.45e+17,2.68924e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.25775e+17,3.48399e+17,3.76133e+17,3.84428e+17,63.0,335.0,?,1
234.0,1983.0,?,?,9,41,1.64946e+17,1.95989e+17,2.09e+17,?,2.4e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.3808e+17,3.58119e+17,3.76133e+17,3.94148e+17,1.0,305.0,?,1
197.0,1980.0,?,?,2,4,1.79728e+17,1.95989e+17,2.04e+17,?,2.41e+17,2.68774e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.25473e+17,3.58119e+17,3.76133e+17,3.94148e+17,13.0,32.0,?,1
186.0,1986.0,782.0,82.0,10,18,1.69133e+17,1.95989e+17,2.08e+17,2.3e+17,2.37e+17,2.54284e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.34607e+17,3.58846e+17,3.76861e+17,3.94875e+17,51.0,?,?,1
101.0,1980.0,29.0,2.0,4,7,1.66611e+17,1.95989e+17,2.14e+17,2.31e+17,2.45e+17,2.55914e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.38026e+17,3.44177e+17,3.66413e+17,3.84428e+17,359.0,14.0,?,1
312.0,1980.0,28.0,6.0,1,4,1.7307e+17,1.95989e+17,2.14e+17,2.29e+17,2.4e+17,2.682e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.25651e+17,3.58119e+17,3.76133e+17,3.84428e+17,127.0,33.0,?,1
253.0,1983.0,?,?,0,5,1.78804e+17,1.95989e+17,2.13e+17,?,2.5e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.26352e+17,3.44177e+17,3.66413e+17,3.84428e+17,6.0,20.0,?,1
94.0,1970.0,10.0,?,0,10,1.63287e+17,1.95989e+17,2.09e+17,2.17e+17,2.46e+17,2.67962e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.28599e+17,3.58119e+17,3.66413e+17,3.84428e+17,325.0,205.0,?,1
94.0,1970.0,7.0,?,8,21,1.77194e+17,1.95989e+17,2.16e+17,2.25e+17,2.37e+17,2.56157e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.27176e+17,3.58119e+17,3.76133e+17,3.94148e+17,384.0,112.0,?,1
231.0,1986.0,95.0,15.0,16,32,1.78925e+17,1.95989e+17,2.1e+17,2.27e+17,2.43e+17,2.6666e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.33186e+17,3.48399e+17,3.76133e+17,3.94148e+17,111.0,332.0,?,1
315.0,1986.0,348.0,2.0,16,22,1.68848e+17,1.95989e+17,2.06e+17,2.3e+17,2.45e+17,2.63641e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.31799e+17,3.58119e+17,3.66413e+17,3.84428e+17,179.0,11.0,?,0
226.0,1983.0,110.0,18.0,4,8,1.72922e+17,1.95989e+17,2.02e+17,2.23e+17,2.44e+17,2.57908e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.31901e+17,3.44177e+17,3.76133e+17,3.94148e+17,99.0,32.0,?,1
324.0,1980.0,13.0,1.0,19,34,1.73537e+17,1.95989e+17,2.02e+17,2.28e+17,2.4e+17,2.54222e+17,2.76013e+17,2.94356e+17,3.22817e+17,3.34386e+17,3.58119e+17,3.76133e+17,3.94148e+17,261.0,211.0,?,1
93.0,1980.0,7.0,1.0,40,41,1.75295e+17,1.95989e+17,2e+17,2.27e+17,2.4e+17,2.63275e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.34386e+17,3.58119e+17,3.76133e+17,3.94148e+17,390.0,207.0,?,1
224.0,1970.0,?,?,12,18,1.77383e+17,1.95989e+17,2.09e+17,?,2.37e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.33311e+17,3.58119e+17,3.66413e+17,3.84428e+17,40.0,135.0,?,1
167.0,1980.0,597.0,105.0,1,8,1.75587e+17,1.95989e+17,2.13e+17,2.18e+17,2.45e+17,2.55051e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.29866e+17,3.44177e+17,3.66413e+17,3.84428e+17,49.0,9.0,?,1
363.0,?,?,?,0,6,1.73562e+17,1.87389e+17,?,?,?,2.68774e+17,2.87904e+17,2.97527e+17,3.22817e+17,3.32728e+17,3.48399e+17,3.76133e+17,3.94148e+17,4.0,238.0,?,1
90.0,1986.0,25.0,?,8,14,1.656e+17,1.95989e+17,2.05e+17,2.22e+17,2.43e+17,2.70038e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.27456e+17,3.48399e+17,3.66413e+17,3.84428e+17,183.0,218.0,?,1
